Name,#,Created time,Difficult,Last edited time,Priority,Status,Tags,link,practicedTimes,related,source
Sort Characters By Frequency,451,"June 27, 2023 9:34 PM",,"October 12, 2023 2:56 PM",,new,"Hash, string",,,,HuaHua
Fibonacci Number,509,"June 27, 2023 9:50 PM",Easy,"December 13, 2023 1:25 AM",Pass,More Solution,"DP, Math, recursion",https://leetcode.com/problems/fibonacci-number/description/,,,"HuaHua, microsoftFreq"
N-th Tribonacci Number,1137,"June 27, 2023 9:51 PM",Easy,"October 12, 2023 2:56 PM",Low,More Solution,"Math, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/n-th-tribonacci-number,,,"HuaHua, LC_75"
Min Cost Climbing Stairs,746,"June 27, 2023 9:52 PM",Easy,"October 12, 2023 2:56 PM",Medium,More Solution,"Array, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/min-cost-climbing-stairs,,,"HuaHua, LC_75"
Delete and Earn,740,"June 27, 2023 9:53 PM",Medium,"October 12, 2023 2:56 PM",Medium,,"dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/delete-and-earn/,,House Robber (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20e654ada840b84406a958d430aba01166.csv),HuaHua
Maximum Product Subarray,152,"June 27, 2023 9:55 PM",Medium,"November 17, 2023 1:32 AM",,new,DP,,1,,"HuaHua, ticktokFreq"
Maximum Length of Subarray With Positive Product,1567,"June 27, 2023 9:55 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/description/,,,HuaHua
Best Sightseeing Pair,1014,"June 27, 2023 9:57 PM",Medium,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
House Robber IV,2560,"June 27, 2023 9:59 PM",Medium,"October 12, 2023 2:56 PM",,new,"BS_todo, DP",,,,HuaHua
Paths in Matrix Whose Sum Is Divisible by K,2435,"June 27, 2023 10:00 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Stone Game VIII,1872,"June 27, 2023 10:01 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Maximum Number of Groups Getting Fresh Donuts,1815,"June 27, 2023 10:01 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Maximize Score After N Operations,1799,"June 27, 2023 10:01 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Number of Restricted Paths From First to Last Node,1786,"June 27, 2023 10:01 PM",Medium,"October 12, 2023 2:56 PM",,new,"DP, Graph",,,,HuaHua
Maximize Palindrome Length From Subsequences,1771,"June 27, 2023 10:02 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Maximum Score from Performing Multiplication Operations,1770,"June 27, 2023 10:02 PM",Medium,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Palindrome Partitioning IV,1745,"June 27, 2023 10:02 PM",Hard,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Largest Submatrix With Rearrangements,1727,"June 27, 2023 10:05 PM",Medium,"November 27, 2023 12:40 AM",High,No Idea At First,"DP, Greedy, Matrix, Prefix, Sort",https://leetcode.com/problems/largest-submatrix-with-rearrangements/,,,"HuaHua, leetcode_daily"
Minimum Operations to Make a Subsequence,1713,"June 27, 2023 10:06 PM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Frequency of the Most Frequent Element,1838,"June 27, 2023 10:31 PM",Medium,"November 17, 2023 10:30 PM",High,"More Solution, No Idea At First","Array, BS_todo, Greedy, Prefix, Sliding Window, Sort",https://leetcode.com/problems/frequency-of-the-most-frequent-element/,,,HuaHua
Maximum XOR After Operations,2317,"June 27, 2023 10:47 PM",,"October 12, 2023 2:56 PM",,new,Bit Manipulation,,,,HuaHua
Distribute Repeating Integers,1655,"June 27, 2023 10:47 PM",,"October 12, 2023 2:56 PM",,new,"Bit Manipulation, DP",,,,HuaHua
Minimum Numbers of Function Calls to Make Target Array,1558,"June 27, 2023 10:47 PM",,"October 12, 2023 2:56 PM",,new,Bit Manipulation,,,,HuaHua
Kth Ancestor of a Tree Node,1483,"June 27, 2023 10:47 PM",Hard,"October 12, 2023 2:56 PM",High,More Solution,"BFS, BS_todo, BinaryLifting, Bit Manipulation, DFS, DP, Design, Tree",https://leetcode.com/problems/kth-ancestor-of-a-tree-node/description/,,"Maximize Value of Function in a Ball Passing Game (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Maximize%20Value%20of%20Function%20in%20a%20Ball%20Passing%20Game%20fc4b3d00a1da4f7db13186c996ec3007.csv), Lowest Common Ancestor of a Binary Tree (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Lowest%20Common%20Ancestor%20of%20a%20Binary%20Tree%20358623c63e324e6e9d5de06b9aa3ec65.csv)",HuaHua
Pseudo,1457,"June 27, 2023 10:48 PM",,"October 12, 2023 2:56 PM",,new,"Bit Manipulation, Tree, string",,,,HuaHua
UTF,393,"June 27, 2023 10:48 PM",,"October 12, 2023 2:56 PM",,new,Bit Manipulation,,,,HuaHua
Maximum Length of a Concatenated String with Unique Characters,1239,"June 27, 2023 10:49 PM",Medium,"December 13, 2023 11:08 PM",Medium,HardToImplement,"Array, BackTracking, Bit Manipulation, search, string",https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/description/,,,"HuaHua, microsoftFreq"
Number Complement,476,"June 27, 2023 10:51 PM",,"October 12, 2023 2:56 PM",,new,Bit Manipulation,,,,HuaHua
Total Hamming Distance,477,"June 27, 2023 10:51 PM",,"October 12, 2023 2:56 PM",,new,Bit Manipulation,,,,HuaHua
Queries on a Permutation With Key,1409,"June 27, 2023 10:52 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Count Number of Teams,1395,"June 27, 2023 10:52 PM",,"October 12, 2023 2:56 PM",,new,"Math, simulation",,,,HuaHua
Shifting Letters,848,"June 27, 2023 10:57 PM",,"October 12, 2023 2:56 PM",,new,"simulation, string",,,,HuaHua
Bricks Falling When Hit,803,"June 27, 2023 10:57 PM",,"October 12, 2023 2:56 PM",,new,"search, simulation",,,,HuaHua
Champagne Tower,799,"June 27, 2023 10:57 PM",Medium,"December 5, 2023 7:40 PM",High,"HardToImplement, No Idea At First","DP, simulation",https://leetcode.com/problems/champagne-tower/description/,,,"HuaHua, ticktokFreq"
Exclusive Time of Functions,636,"June 27, 2023 10:57 PM",Medium,"December 10, 2023 4:47 PM",High,HardToImplement,"Array, simulation, stack",https://leetcode.com/problems/exclusive-time-of-functions/,,,HuaHua
Pour Water,755,"June 27, 2023 10:58 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Contain Virus,749,"June 27, 2023 10:58 PM",,"October 12, 2023 2:56 PM",,new,"search, simulation",,,,HuaHua
Asteroid Collision,735,"June 27, 2023 10:58 PM",Medium,"October 12, 2023 2:56 PM",Low,checkBetterSolution,"Array, simulation, stack",https://leetcode.com/problems/asteroid-collision,,Robot Collisions (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Robot%20Collisions%2074fd07e1831b47759a2b6291c04347b2.csv),"HuaHua, LC_75"
Hamming Distance,461,"June 27, 2023 10:59 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Split Linked List in Parts,725,"June 27, 2023 10:59 PM",Medium,"October 12, 2023 2:56 PM",Low,,"LinkedList, simulation",https://leetcode.com/problems/split-linked-list-in-parts/,,,"HuaHua, leetcode_daily"
K Empty Slots,683,"June 27, 2023 10:59 PM",,"October 12, 2023 2:56 PM",,new,"Tree, simulation",,,,HuaHua
Next Closest Time,681,"June 27, 2023 11:00 PM",Medium,"December 23, 2023 11:45 PM",Medium,"HardToImplement, No Idea At First","BackTracking, simulation, string",https://leetcode.com/problems/next-closest-time/description/,,,"HuaHua, googleFreq"
Baseball Game,682,"June 27, 2023 11:00 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Reshape the Matrix,566,"June 27, 2023 11:00 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Judge Route Circle,657,"June 27, 2023 11:00 PM",,"October 12, 2023 2:56 PM",,new,simulation,,,,HuaHua
Design Linked List,707,"June 27, 2023 11:03 PM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"Design, LinkedList",https://leetcode.com/problems/design-linked-list/,,,HuaHua
Linked List Components,817,"June 27, 2023 11:03 PM",Medium,"October 12, 2023 2:56 PM",Pass,,"Graph, Hash, LinkedList",https://leetcode.com/problems/linked-list-components/description/,,,HuaHua
Design Bitset,2166,"June 27, 2023 11:05 PM",,"October 12, 2023 2:56 PM",,new,Design,,,,HuaHua
Design Skiplist,1206,"June 27, 2023 11:05 PM",,"October 12, 2023 2:56 PM",,new,Design,,,,HuaHua
Maximum Frequency Stack,895,"June 27, 2023 11:05 PM",,"October 12, 2023 2:56 PM",,new,Design,,,,HuaHua
Perfect Rectangle,391,"June 27, 2023 11:09 PM",,"October 12, 2023 2:56 PM",,new,Geometry,,,,HuaHua
Employee Free Time,759,"June 27, 2023 11:11 PM",Hard,"December 20, 2023 11:05 AM",Medium,"More Solution, dup","Array, Interval, PQ, Sort",https://leetcode.com/problems/employee-free-time/description/,,Merge Intervals (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Merge%20Intervals%2004fe6adb17504669bb5150b41edbe4e8.csv),"HuaHua, googleFreq"
My Calendar III,732,"June 27, 2023 11:11 PM",,"October 12, 2023 2:56 PM",,new,"Geometry, Tree",,,,HuaHua
My Calendar II,731,"June 27, 2023 11:11 PM",,"October 12, 2023 2:56 PM",,new,Geometry,,,,HuaHua
Falling Squares,699,"June 27, 2023 11:12 PM",,"October 12, 2023 2:56 PM",,new,"Geometry, Tree",,,,HuaHua
Optimal Partition of String,2405,"June 27, 2023 11:14 PM",Medium,"November 17, 2023 1:26 AM",Low,,"Greedy, Hash, string",https://leetcode.com/problems/optimal-partition-of-string/,1,,"AmazonFreq, HuaHua"
Equal Sum Arrays With Minimum Number of Operations,1775,"June 27, 2023 11:14 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Sell Diminishing,1648,"June 27, 2023 11:14 PM",,"October 12, 2023 2:56 PM",,new,"Greedy, Math",,,,HuaHua
Split Two Strings to Make Palindrome,1616,"June 27, 2023 11:15 PM",,"October 12, 2023 2:56 PM",,new,"Greedy, string",,,,HuaHua
Maximum Number of Non,1520,"June 27, 2023 11:15 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,1505,"June 27, 2023 11:15 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Maximum Number of Events That Can Be Attended,1353,"June 27, 2023 11:15 PM",Medium,"October 12, 2023 2:56 PM",High,No Idea At First,"Array, Greedy, PQ, Sort",https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,,,"HuaHua, LC_75"
Minimum Number of Taps to Open to Water a Garden,1326,"June 27, 2023 11:15 PM",Hard,"October 12, 2023 2:56 PM",Medium,More Solution,"Array, Contribution, DP, Greedy, Interval, Sort",https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,,Video Stitching (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Video%20Stitching%209eced5e0ba234a4fb1d99daae5a9ffd7.csv),"HuaHua, leetcode_daily"
Binary Tree Coloring Game,1145,"June 27, 2023 11:16 PM",,"October 12, 2023 2:56 PM",,new,"Graph, Greedy, Tree",,,,HuaHua
Increasing Triplet Subsequence,334,"June 27, 2023 11:16 PM",Medium,"October 12, 2023 2:56 PM",High,"More Solution, No Idea At First","Array, Greedy, Prefix",https://leetcode.com/problems/increasing-triplet-subsequence/,,,"HuaHua, LC_75"
Most Profit Assigning Work,826,"June 27, 2023 11:17 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Create Maximum Number,321,"June 27, 2023 11:17 PM",,"October 12, 2023 2:56 PM",,new,"DP, Greedy",,,,HuaHua
Task Scheduler,621,"June 27, 2023 11:17 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Cut Off Trees for Golf Event,675,"June 27, 2023 11:18 PM",Hard,"October 12, 2023 2:56 PM",Low,,"BFS, Matrix",https://leetcode.com/problems/cut-off-trees-for-golf-event/,,,HuaHua
Assign Cookies,455,"June 27, 2023 11:19 PM",Easy,"October 12, 2023 2:56 PM",Medium,HardToImplement,"2pt_TwoArray, Array, Greedy, Sort",https://leetcode.com/problems/assign-cookies/description/,,Long Pressed Name (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Long%20Pressed%20Name%20e1490f271714446eb70ef481907429da.csv),HuaHua
Maximum Product of Three Numbers,628,"June 27, 2023 11:20 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Array Partition I,561,"June 27, 2023 11:20 PM",,"October 12, 2023 2:56 PM",,new,Greedy,,,,HuaHua
Closest Nodes Queries in a Binary Search Tree,2476,"June 27, 2023 11:21 PM",,"October 12, 2023 2:56 PM",,new,"BS_todo, Tree",,,,HuaHua
Minimum Limit of Balls in a Bag,1760,"June 27, 2023 11:21 PM",,"October 12, 2023 2:56 PM",,new,BS_todo,,,,HuaHua
Closest Subsequence Sum,1755,"June 27, 2023 11:21 PM",,"October 12, 2023 2:56 PM",,new,BS_todo,,,,HuaHua
Find in Mountain Array,1095,"June 27, 2023 11:21 PM",Hard,"October 12, 2023 2:56 PM",Low,,BS_Idx,https://leetcode.com/problems/find-in-mountain-array/,,,HuaHua
Path With Minimum Effort,1631,"June 27, 2023 11:22 PM",Medium,"December 15, 2023 10:23 PM",High,"More Solution, No Idea At First","BFS, BS_todo, DFS, DP, Dijkstra, Graph, Matrix, PQ, Union Find, search",https://leetcode.com/problems/path-with-minimum-effort/description/,,,"HuaHua, microsoftFreq"
Max Length of a Square with Sum Less than or Equal to Threshold,1292,"June 27, 2023 11:22 PM",,"October 12, 2023 2:56 PM",,new,"BS_todo, DP",,,,HuaHua
Find the Smallest Divisor Given a Threshold,1283,"June 27, 2023 11:22 PM",,"October 12, 2023 2:56 PM",,new,BS_todo,,,,HuaHua
Search Suggestions System,1268,"June 27, 2023 11:22 PM",Medium,"October 12, 2023 2:56 PM",High,"Dig More, HardToImplement, More Solution","BS_todo, Trie",https://leetcode.com/problems/search-suggestions-system/,,,"HuaHua, LC_75"
Ugly Number III,1201,"June 27, 2023 11:32 PM",,"October 12, 2023 2:56 PM",,new,"BS_todo, Math",,,,HuaHua
Odd Even Jump,975,"June 27, 2023 11:33 PM",Hard,"December 20, 2023 4:01 PM",High,"HardToImplement, More Solution","Array, BS_lower_upper_bound, DP, OrderMap, monotonic, stack",https://leetcode.com/problems/odd-even-jump/,,,"HuaHua, googleFreq"
Kth Smallest Number in Multiplication Table,668,"June 27, 2023 11:33 PM",Hard,"October 12, 2023 2:56 PM",Medium,,BS_Val,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,,Kth Smallest Element in a Sorted Matrix (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Kth%20Smallest%20Element%20in%20a%20Sorted%20Matrix%20a26a785e28ae4e428ca85c4bafa8906c.csv),HuaHua
https://leetcode.com/problems/k-th-smallest-prime-fraction/,786,"June 27, 2023 11:34 PM",Medium,"October 12, 2023 2:56 PM",High,No Idea At First,"Array, BS_Val, Greedy, PQ, Sort",https://leetcode.com/problems/k-th-smallest-prime-fraction/,,"Kth Smallest Element in a Sorted Matrix (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Kth%20Smallest%20Element%20in%20a%20Sorted%20Matrix%20a26a785e28ae4e428ca85c4bafa8906c.csv), Find K-th Smallest Pair Distance (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20K-th%20Smallest%20Pair%20Distance%200447f8ad46f94f05991e0c16d880e076.csv)",HuaHua
Single Element in a Sorted Array,540,"June 27, 2023 11:35 PM",Medium,"December 24, 2023 4:18 PM",High,"Dig More, HardToImplement, checkBetterSolution, toSummarize","Array, BS_Idx",https://leetcode.com/problems/single-element-in-a-sorted-array/description/,,,"HuaHua, googleFreq"
https://leetcode.com/problems/find-k-th-smallest-pair-distance/,719,"June 27, 2023 11:36 PM",Hard,"October 12, 2023 2:56 PM",High,More Solution,"2pt_SameDir_maxWin_chkValidAftR, Array, BS_Val, Sort",https://leetcode.com/problems/find-k-th-smallest-pair-distance/,,"K-th Smallest Prime Fraction (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/K-th%20Smallest%20Prime%20Fraction%207c951e5c8ed7479dac2997b627722d17.csv), Kth Smallest Element in a Sorted Matrix (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Kth%20Smallest%20Element%20in%20a%20Sorted%20Matrix%20a26a785e28ae4e428ca85c4bafa8906c.csv)",HuaHua
Closest Prime Numbers in Range,2523,"June 27, 2023 11:37 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Minimum Moves to Make Array Complementary,1674,"June 27, 2023 11:37 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Number of Ways to Split a String,1573,"June 27, 2023 11:37 PM",Medium,"December 6, 2023 4:08 PM",Medium,toSummarize,"Math, string",https://leetcode.com/problems/number-of-ways-to-split-a-string/description/,,,"HuaHua, ticktokFreq"
Probability of a Two Boxes Having The Same Number of Distinct Balls,1467,"June 27, 2023 11:37 PM",,"October 12, 2023 2:56 PM",,new,"Math, search",,,,HuaHua
Convert to Base,1017,"June 27, 2023 11:39 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Equal Rational Numbers,972,"June 27, 2023 11:39 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Implement Rand10,470,"June 27, 2023 11:40 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Numbers At Most N Given Digit Set,902,"June 27, 2023 11:40 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Sum of Subsequence Widths,891,"June 27, 2023 11:40 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Reach a Number,754,"June 27, 2023 11:41 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Self Dividing Numbers,728,"June 27, 2023 11:41 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Missing Number,268,"June 27, 2023 11:41 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Count Primes,204,"June 27, 2023 11:41 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Different Ways to Add Parentheses,241,"June 27, 2023 11:42 PM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"DP, Math, recursion, string",https://leetcode.com/problems/different-ways-to-add-parentheses/description/,,,HuaHua
Island Perimeter,463,"June 27, 2023 11:42 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Base 7,504,"June 27, 2023 11:42 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Sum of Square Numbers,633,"June 27, 2023 11:42 PM",,"October 12, 2023 2:56 PM",,new,Math,,,,HuaHua
Maximum XOR With an Element From Array,1707,"June 27, 2023 11:43 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Count Subtrees With Max Distance Between Cities,1617,"June 27, 2023 11:44 PM",,"October 12, 2023 2:56 PM",,new,"DP, Tree, search",,,,HuaHua
Number of Good Leaf Nodes Pairs,1530,"June 27, 2023 11:44 PM",Medium,"December 6, 2023 3:58 PM",Low,,"DFS, Tree",https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/description/,,,"HuaHua, ticktokFreq"
Maximum Width of Binary Tree,662,"June 27, 2023 11:44 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Find Critical and Pseudo,1489,"June 27, 2023 11:44 PM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, No Idea At First, toRevisit","Graph, MST(Minimum Spanning Tree), Strongly Connected Component, Tree",https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/description/,,,HuaHua
Minimum Time to Collect All Apples in a Tree,1443,"June 27, 2023 11:45 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Maximum Sum BST in Binary Tree,1373,"June 27, 2023 11:46 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Maximum Product of Splitted Binary Tree,1339,"June 27, 2023 11:46 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
All Elements in Two Binary Search Trees,1305,"June 27, 2023 11:46 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Populating Next Right Pointers in Each Node,116,"June 27, 2023 11:46 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Delete Nodes And Return Forest,1110,"June 27, 2023 11:47 PM",Medium,"December 8, 2023 6:04 PM",Medium,More Solution,"Array, BFS, DFS, Hash, Tree",https://leetcode.com/problems/delete-nodes-and-return-forest/description/,,,"HuaHua, facebookFreq"
Distribute Coins in Binary Tree,979,"June 27, 2023 11:47 PM",Medium,"October 12, 2023 2:56 PM",High,,"DFS, Greedy, Tree",https://leetcode.com/problems/distribute-coins-in-binary-tree/description/,,Binary Tree Cameras (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Cameras%200a1832b41abe4e978c255a5862f62f3d.csv),HuaHua
All Possible Full Binary Trees,894,"June 27, 2023 11:47 PM",,"October 12, 2023 2:56 PM",,new,"DP, Tree",,,,HuaHua
Construct Binary Tree from Preorder and Postorder Traversal,889,"June 27, 2023 11:47 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Smallest Subtree with all the Deepest Nodes,865,"June 27, 2023 11:48 PM",Medium,"December 8, 2023 5:47 PM",Low,More Solution,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,,,"HuaHua, facebookFreq"
All Nodes Distance K in Binary Tree,863,"June 27, 2023 11:48 PM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"BFS, Graph, Tree",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,,,"HuaHua, leetcode_daily"
Binary Trees With Factors,823,"June 27, 2023 11:48 PM",Medium,"October 28, 2023 1:51 AM",Medium,,"Array, Hash, Sort, dp-TimeSeqFromLastX",https://leetcode.com/problems/binary-trees-with-factors/,,,"HuaHua, leetcode_daily"
Predict the Winner,486,"June 27, 2023 11:48 PM",Medium,"October 12, 2023 2:56 PM",Medium,dup,"Array, Game, Math, dp-Pyr, recursion",https://leetcode.com/problems/predict-the-winner/,,[lint] Coins in a Line III (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/%5Blint%5D%20Coins%20in%20a%20Line%20III%20ca032d1ba7824932a460032404a65113.csv),"HuaHua, leetcode_daily"
Find Duplicate Subtrees,652,"June 27, 2023 11:49 PM",Medium,"December 24, 2023 1:38 AM",Medium,More Solution,"DFS, Hash, Tree",https://leetcode.com/problems/find-duplicate-subtrees/description/,,,"HuaHua, googleFreq"
Closest Leaf in a Binary Tree,742,"June 27, 2023 11:49 PM",,"October 12, 2023 2:56 PM",,new,"Graph, Tree",,,,HuaHua
Serialize and Deserialize BST,449,"June 27, 2023 11:50 PM",Medium,"October 12, 2023 2:56 PM",Medium,No Idea At First,"BFS, BST, DFS, Design, Tree, string",https://leetcode.com/problems/serialize-and-deserialize-bst/description/,,Serialize and Deserialize Binary Tree (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Serialize%20and%20Deserialize%20Binary%20Tree%208f74639ba00b413a9bfdce6d698e922b.csv),HuaHua
Redundant Connection II,685,"June 27, 2023 11:50 PM",Hard,"October 12, 2023 2:56 PM",High,No Idea At First,"Graph, TopSorting, Tree, Union Find",https://leetcode.com/problems/redundant-connection-ii/,,,HuaHua
Diameter of Binary Tree,687,"June 27, 2023 11:51 PM",Medium,"October 12, 2023 2:56 PM",Medium,,"DFS, Tree",https://leetcode.com/problems/longest-univalue-path/description/,,"Diameter of Binary Tree (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Diameter%20of%20Binary%20Tree%20a3c0379b41174057a7e2a11333f8d905.csv), Binary Tree Maximum Path Sum (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Maximum%20Path%20Sum%20f544ed88691540c5af96eba3bb262c14.csv)",HuaHua
https://leetcode.com/problems/diameter-of-binary-tree/,543,"June 27, 2023 11:51 PM",Easy,"October 12, 2023 2:56 PM",Low,,"DFS, Tree",https://leetcode.com/problems/diameter-of-binary-tree/description/,,"Binary Tree Maximum Path Sum (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Maximum%20Path%20Sum%20f544ed88691540c5af96eba3bb262c14.csv), Diameter of Binary Tree (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Diameter%20of%20Binary%20Tree%20f378c6013a184759bf96c2149bbdfb93.csv)",HuaHua
Employee Importance,690,"June 27, 2023 11:51 PM",Medium,"December 24, 2023 5:19 PM",Pass,,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/employee-importance/,,,"HuaHua, googleFreq"
Redundant Connection,684,"June 27, 2023 11:52 PM",Medium,"October 12, 2023 2:56 PM",Medium,"Dig More, More Solution, toSummarize","BFS, DFS, Graph, TopSorting, Tree, Union Find, circle",https://leetcode.com/problems/redundant-connection/description/,,Find Eventual Safe States (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Eventual%20Safe%20States%20293c6aca02624510871109460053e10e.csv),HuaHua
Reconstruct Itinerary,332,"June 27, 2023 11:53 PM",Hard,"October 17, 2023 6:28 PM",High,"Dig More, No Idea At First, todo","DFS, EulerianPath, Graph",https://leetcode.com/problems/reconstruct-itinerary/,,,HuaHua
Trim a Binary Search Tree,669,"June 27, 2023 11:53 PM",Medium,"October 12, 2023 2:56 PM",Low,More Solution,"BFS, BST, DFS, Tree",https://leetcode.com/problems/trim-a-binary-search-tree/description/,,,HuaHua
Second Minimum Node In a Binary Tree,671,"June 27, 2023 11:54 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Path Sum II,113,"June 27, 2023 11:54 PM",Medium,"October 12, 2023 2:56 PM",Medium,,"BackTracking, DFS, Tree",https://leetcode.com/problems/path-sum-ii/description/,,,HuaHua
Construct String from Binary Tree,606,"June 27, 2023 11:55 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Merge Two Binary Trees,617,"June 27, 2023 11:55 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Sum of Left Leaves,404,"June 27, 2023 11:55 PM",,"October 12, 2023 2:56 PM",,new,Tree,,,,HuaHua
Split Array into Fibonacci Sequence,842,"June 27, 2023 11:58 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"BackTracking, string",https://leetcode.com/problems/split-array-into-fibonacci-sequence/description/,,Restore IP Addresses (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Restore%20IP%20Addresses%203057ceef44684b889cde126e95923fb2.csv),HuaHua
Expression Add Operators,282,"June 27, 2023 11:59 PM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, HardToImplement","BackTracking, Math, string",https://leetcode.com/problems/expression-add-operators/description/,,,HuaHua
Bold Words in String,758,"June 28, 2023 12:00 AM",,"October 12, 2023 2:56 PM",,new,string,,,,HuaHua
