#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
987,Vertical Order Traversal of a Binary Tree,Hard,High,HardToImplement,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,"HuaHua, googleFreq",
1000,Minimum Cost to Merge Stones,Hard,High,Dig More,"dp-K_Ranges, dp-Pyr",https://leetcode.com/problems/minimum-cost-to-merge-stones/,"HuaHua, wp动归套路",
1035,Uncrossed Lines,Medium,Medium,dup,dp-TwoSeq,https://leetcode.com/problems/uncrossed-lines/,wp动归套路,
1048,Longest String Chain,Medium,Medium,"Dig More, More Solution",DP,https://leetcode.com/problems/longest-string-chain/,googleFreq,
1049,Last Stone Weight II,Medium,Medium,dup,dp-backpack,https://leetcode.com/problems/last-stone-weight-ii/,wp动归套路,
1055,Shortest Way to Form String,Medium,Medium,,"2pt_SameDir_diffSpeed, Greedy",https://leetcode.com/problems/shortest-way-to-form-string/,googleFreq,
1086,High Five,Easy,Pass,,"PQ, TopK",https://leetcode.com/problems/high-five/,"jiuzhang, 算初Hash&Heap",1
1088,Confusing Number II,Hard,High,toSummarize,"BackTracking, Math",https://leetcode.com/problems/confusing-number-ii/,googleFreq,
1092,Shortest Common Supersequence,Hard,Low,More Solution,dp-TwoSeq,https://leetcode.com/problems/shortest-common-supersequence/,"HuaHua, wp动归套路",
1101,The Earliest Moment When Everyone Become Friends,Medium,Pass,,Union Find,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/,googleFreq,
1105,Filling Bookcase Shelves,Medium,High,"HardToImplement, More Solution","DP, dp-TimeSeqFromLastX",https://leetcode.com/problems/filling-bookcase-shelves/,"HuaHua, wp动归套路",
1125,Smallest Sufficient Team,Hard,High,Dig More,"BitMask, dp-backpack, dp-bitMask",https://leetcode.com/problems/smallest-sufficient-team/,"HuaHua, leetcode_daily, wp动归套路",
1143,Longest Common Subsequence,Medium,Medium,,"StringMatchToMatrix, dp-TwoSeq",https://leetcode.com/problems/longest-common-subsequence/,"AmazonFreq, LC_75, jiuzhang, wp动归套路, 算高DP下",1
1186,Maximum Subarray Sum with One Deletion,Medium,Medium,,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/,wp动归套路,
1216,Valid Palindrome III,Hard,Low,dup,dp-TwoSeq,https://leetcode.com/problems/valid-palindrome-iii/,wp动归套路,
1246,Palindrome Removal,Hard,High,Dig More,dp-Pyr,https://leetcode.com/problems/palindrome-removal/,wp动归套路,
1278,Palindrome Partitioning III,Hard,High,Dig More,"dp-K_Ranges, string",https://leetcode.com/problems/palindrome-partitioning-iii/,"HuaHua, wp动归套路",
1289,Minimum Falling Path Sum II,Hard,Low,,"DP, Matrix, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/minimum-falling-path-sum-ii/,,
1293,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/,Hard,High,"Dig More, More Solution, Next Up","BFS, Matrix",https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/solution/,"googleFreq, ticktokFreq",1
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,Low,dup,dp-TwoSeq,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,"HuaHua, wp动归套路",
1335,Minimum Difficulty of a Job Schedule,Hard,Medium,,dp-K_Ranges,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,wp动归套路,
1349,Maximum Students Taking Exam,Hard,High,Dig More,"dp-TimeSeqFromLastOne-Power, dp-bitMask",https://leetcode.com/problems/maximum-students-taking-exam/,"HuaHua, wp动归套路",
1606,Find Servers That Handled Most Number of Requests,Hard,High,"Dig More, HardToImplement, More Solution, No Idea At First","OrderSet, PQ",https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/,"HuaHua, googleFreq",
1610,Maximum Number of Visible Points,Hard,Low,,"2pt_SameDir_maxWin_chkValidAftR, Geometry, Math, Sliding Window, circle",https://leetcode.com/problems/maximum-number-of-visible-points/,"HuaHua, googleFreq",
1926,Nearest Exit from Entrance in Maze,Medium,Pass,,"BFS, Graph, Matrix",https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/,"LC_75, googleFreq",
1937,Maximum Number of Points with Cost,Medium,High,No Idea At First,"DP, Matrix",https://leetcode.com/problems/maximum-number-of-points-with-cost/,googleFreq,
2013,Detect Squares,Medium,Low,,Hash,https://leetcode.com/problems/detect-squares/,googleFreq,
2034,Stock Price Fluctuation,Medium,Pass,More Solution,"OrderMap, OrderSet",https://leetcode.com/problems/stock-price-fluctuation/,googleFreq,
2040,Kth Smallest Product of Two Sorted Arrays,Hard,High,"More Solution, No Idea At First, toRevisit","2pt_SameDir_diffSpeed, BS_Idx, BS_Val, BS_lower_upper_bound, kth",https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays/,"jiuzhang, 算高TwoPointers&PQ",1
2096,Step-By-Step Directions From a Binary Tree Node to Anothe,Medium,Medium,,"Divide and Conquer, Tree",https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/,googleFreq,
2115,Find All Possible Recipes from Given Supplies,Medium,Low,,"Graph, TopSorting",https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/,googleFreq,
2149,Rearrange Array Elements by Sign,Medium,Medium,More Solution,"2pt_SameDir_diffSpeed, Partition",https://leetcode.com/problems/rearrange-array-elements-by-sign/,"jiuzhang, 算初TwoPointers",1
2158,Amount of New Area Painted Each Day,Hard,High,"Dig More, More Solution, No Idea At First","PQ, SegmentTree_idx, Sweep-Line",https://leetcode.com/problems/amount-of-new-area-painted-each-day/,googleFreq,
2162,Minimum Cost to Set Cooking Time,Medium,Low,,Math,https://leetcode.com/problems/minimum-cost-to-set-cooking-time/,googleFreq,
2172,Maximum AND Sum of Array,Hard,High,"No Idea At First, toSummarize","Bit Manipulation, dp-bitMask, two_divided_graph",https://leetcode.com/problems/maximum-and-sum-of-array/,googleFreq,
655,Print Binary Tree,Medium,Low,,"BFS, DFS, Divide and Conquer, Tree",https://leetcode.com/problems/print-binary-tree/,"HuaHua, leetcode_daily",
2242,Maximum Score of a Node Sequence,Hard,High,"No Idea At First, toSummarize","Graph, Greedy, OrderSet, PQ, Sort, TopK",https://leetcode.com/problems/maximum-score-of-a-node-sequence/,googleFreq,
2276,Count Integers in Intervals,Hard,Medium,More Solution,"BS_lower_upper_bound, OrderMap, SegmentTree_idx",https://leetcode.com/problems/count-integers-in-intervals/,googleFreq,
2291,Maximum Profit From Trading Stocks,Medium,Medium,More Solution,"DP, dp-backpack",https://leetcode.com/problems/maximum-profit-from-trading-stocks/,,
2416,Sum of Prefix Scores of Strings,Hard,Medium,In Progress,"Trie, string",https://leetcode.com/problems/sum-of-prefix-scores-of-strings/,"HuaHua, googleFreq",
2421,Number of Good Paths,Hard,High,More Solution,"DFS, Graph, Tree, Union Find",https://leetcode.com/problems/number-of-good-paths/,googleFreq,
11,Container With Most Water,Medium,High,"No Idea At First, toSummarize","2pt, Array, Greedy",https://leetcode.com/problems/container-with-most-water/,"HuaHua, LC_75, LC_Top_Interview_150, wisdompeak",
259,3Sum Smaller,,,new,2pt,https://leetcode.com/problems/3sum-smaller/,wisdompeak,
2422,Merge Operations to Turn Array Into a Palindrome,Medium,Medium,checkBetterSolution,"2pt, Array, Greedy",https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome,"AmazonFreq, wisdompeak, wp-2pt",1
2354,Number of Excellent Pairs,Hard,High,"Dig More, More Solution","2pt_DiffDir, Array, BS_todo, Bit Manipulation, Hash, Math",https://leetcode.com/problems/number-of-excellent-pairs/,"wisdompeak, wp-2pt",1
1989,Maximum Number of People That Can Be Caught in Tag,,,new,2pt,,"wisdompeak, wp-2pt",
1793,Maximum Score of a Good Subarra,Hard,High,"More Solution, No Idea At First, toRevisit","2pt, Array, BS_Idx, Greedy, monotonic, stack",https://leetcode.com/problems/maximum-score-of-a-good-subarray/,"leetcode_daily, wisdompeak",
1687,Delivering Boxes from Storage to Ports,,,new,2pt,,wisdompeak,
1580,Put Boxes Into the Warehouse II,,,new,2pt,,wisdompeak,
1574,Shortest Subarray to be Removed to Make Array Sorted,,,new,2pt,,wisdompeak,
1498,Number of Subsequences That Satisfy the Given Sum Condition,,,new,2pt,,wisdompeak,
1234,Replace the Substring for Balanced String,,,new,2pt,,wisdompeak,
923,3Sum With Multiplicity,Medium,Low,More Solution,"2pt, Array, Counting, Hash, Math, Sort",https://leetcode.com/problems/3sum-with-multiplicity/,"HuaHua, wisdompeak",
713,Subarray Product Less Than K,Medium,Medium,toSummarize,"2pt_SameDir_maxWin_chkValidAftR, Array","Given an array of integers nums and an integer k, return the number of contiguous subarrays where the product of all the elements in the subarray is strictly less than k.","facebookFreq, wisdompeak",
360,Sort Transformed Array,,,new,2pt,,wisdompeak,
30,Substring with Concatenation of All Words,Hard,High,"Dig More, No Idea At First, toSummarize","2pt_SameDir_sameSpeed, Hash, Sliding Window, string",https://leetcode.com/problems/substring-with-concatenation-of-all-words/,"LC_Top_Interview_150, wisdompeak",
887,Super Egg Drop,Hard,High,"No Idea At First, NotUnderstand, noPatten, out of scope, toRevisit","BS_todo, dp-noPattern",https://leetcode.com/problems/super-egg-drop/,"HuaHua, wp动归套路",
920,Number of Music Playlists,Hard,High,"Dig More, More Solution, No Idea At First, noPatten","Combinatorics, Math, dp-noPattern",https://leetcode.com/problems/number-of-music-playlists/,"leetcode_daily, wp动归套路",
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,Hard,High,"Dig More, In Progress, No Idea At First, out of scope","Permutation, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible/,wp动归套路,
2696,Minimum String Length After Removing Substrings,Easy,Medium,No Idea At First,"stack, string",https://leetcode.com/problems/minimum-string-length-after-removing-substrings/,LC_Contests,
2697,Lexicographically Smallest Palindrome,Easy,Pass,,string,https://leetcode.com/problems/lexicographically-smallest-palindrome/,LC_Contests,
2698,Find the Punishment Number of an Integer,Medium,Low,,DFS,https://leetcode.com/problems/find-the-punishment-number-of-an-integer/,LC_Contests,
2699,Modify Graph Edge Weights,Hard,High,"Dig More, More Solution, No Idea At First","Dijkstra, Graph, Greedy",https://leetcode.com/problems/modify-graph-edge-weights/,LC_Contests,
347,Top K Frequent Elements,Medium,Low,More Solution,"Hash, PQ, QuickSelect, TopK",https://leetcode.com/problems/top-k-frequent-words/,"HuaHua, leetcode_daily",
703,Kth Largest Element in a Stream,Easy,Pass,,PQ,https://leetcode.com/problems/kth-largest-element-in-a-stream/,leetcode_daily,
253,Meeting Rooms II,Medium,Low,,Sweep-Line,https://leetcode.com/problems/meeting-rooms-ii/,"leetcode_daily, ticktokFreq",1
265,Paint House II,Hard,Low,,"dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/paint-house-ii/,leetcode_daily,
934,Shortest Bridge,Medium,Low,,"BFS, Matrix",https://leetcode.com/problems/shortest-bridge/,"HuaHua, leetcode_daily",
2542,Maximum Subsequence Score,Medium,High,,"Array, Greedy, PQ, Sort",https://leetcode.com/problems/maximum-subsequence-score/,"LC_75, leetcode_daily",
837,New 21 Game,Medium,High,"Dig More, More Solution","DP, Probability, Sliding Window",https://leetcode.com/problems/new-21-game/,leetcode_daily,
,,,,,,,,
,1331,,,,,,,
624,Maximum Distance in Arrays,Medium,Medium,"More Solution, toSummarize","Array, Greedy, Prefix",https://leetcode.com/problems/maximum-distance-in-arrays/,LC_Premium_Algo_100,
1140,Stone Game II,Medium,High,"More Solution, toRevisit","DP, Game",https://leetcode.com/problems/stone-game-ii/,"HuaHua, leetcode_daily",
80,Remove Duplicates from Sorted Array II,Medium,High,"Dig More, No Idea At First","2pt, Array",https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/,"LC_Top_Interview_150, wisdompeak",
27,Remove Element,Easy,Pass,,Array,https://leetcode.com/problems/remove-element/,LC_Top_Interview_150,
26,Remove Duplicates from Sorted Array,Easy,Pass,,"2pt, Array",https://leetcode.com/problems/remove-duplicates-from-sorted-array/,"LC_Top_Interview_150, wisdompeak",
1406,Stone Game III,Hard,Medium,,"Game, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/stone-game-iii/,"HuaHua, leetcode_daily",
2710,Remove Trailing Zeros From a String,Easy,Pass,,string,https://leetcode.com/problems/remove-trailing-zeros-from-a-string/,LC_Contests,
2711,Difference of Number of Distinct Values on Diagonals,Easy,Low,More Solution,DP,https://leetcode.com/problems/difference-of-number-of-distinct-values-on-diagonals/,LC_Contests,
2713,Maximum Strictly Increasing Cells in a Matrix,Hard,High,"Dig More, noPatten",DP,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/,LC_Contests,
2712,Minimum Cost to Make All Characters Equal,Medium,High,"Dig More, More Solution","Greedy, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/,LC_Contests,
1547,Minimum Cost to Cut a Stick,Hard,Medium,,dp-Pyr,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,leetcode_daily,
2709,Greatest Common Divisor Traversal,Hard,High,No Idea At First,"PrimeFactor, Union Find",https://leetcode.com/problems/greatest-common-divisor-traversal/,LC_Contests,
2706,Buy Two Chocolates,Easy,Pass,,PQ,https://leetcode.com/problems/buy-two-chocolates/,LC_Contests,
2707,Extra Characters in a String,Medium,High,"Dig More, HardToImplement, More Solution","Trie, dp-Pyr, dp-TimeSeqFromLastX",https://leetcode.com/problems/extra-characters-in-a-string/,LC_Contests,
2708,Maximum Strength of a Group,Medium,Medium,,"dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/maximum-strength-of-a-group/,LC_Contests,
705,Design HashSet,Easy,Medium,,"Hash, LinkedList",https://leetcode.com/problems/design-hashset/,leetcode_daily,
348,Design Tic-Tac-Toe,Medium,Low,,Array,https://leetcode.com/problems/design-tic-tac-toe/,leetcode_daily,
189,Rotate Array,Medium,Pass,,"3 Step Rotate, Array",https://leetcode.com/problems/rotate-array/,LC_Top_Interview_150,
169,Majority Element,Easy,High,No Idea At First,"Array, Bit Manipulation, Divide and Conquer, Hash",https://leetcode.com/problems/majority-element/,"HuaHua, LC_Top_Interview_150",
274,H-Index,Medium,High,Dig More,Array,https://leetcode.com/problems/h-index/,LC_Top_Interview_150,
380,Insert Delete GetRandom O(1),Medium,Medium,,"Array, Design, Hash, Probability, Random",https://leetcode.com/problems/insert-delete-getrandom-o1/,"HuaHua, LC_Top_Interview_150",
238,Product of Array Except Self,Medium,Medium,"More Solution, No Idea At First","Array, Prefix",https://leetcode.com/problems/product-of-array-except-self/,"LC_75, LC_Top_Interview_150, ticktokFreq",1
134,Gas Station,Medium,Medium,No Idea At First,"Array, Greedy",https://leetcode.com/problems/gas-station/,LC_Top_Interview_150,
1396,Design Underground System,Medium,Medium,,"Design, Hash, string",https://leetcode.com/problems/design-underground-system/,leetcode_daily,
135,Candy,Hard,Medium,More Solution,"Array, Greedy, OrderSet",https://leetcode.com/problems/candy/,LC_Top_Interview_150,
58,Length of Last Word,Easy,Pass,,string,https://leetcode.com/problems/length-of-last-word/,LC_Top_Interview_150,
14,Longest Common Prefix,Easy,Low,,string,https://leetcode.com/problems/longest-common-prefix/,LC_Top_Interview_150,
151,Reverse Words in a String,Medium,High,More Solution,"2pt, 3 Step Rotate, string",https://leetcode.com/problems/reverse-words-in-a-string/,"LC_75, LC_Top_Interview_150",
28,Find the Index of the First Occurrence in a String,Easy,Low,More Solution,"2pt, string",https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,LC_Top_Interview_150,
6,Zigzag Conversion,Medium,Pass,,string,https://leetcode.com/problems/zigzag-conversion/,LC_Top_Interview_150,
392,Is Subsequence,Easy,Medium,"More Solution, toSummarize","2pt, DP, string",https://leetcode.com/problems/is-subsequence/,"LC_75, LC_Top_Interview_150",
1091,Shortest Path in Binary Matrix,Medium,Low,,"BFS, Matrix",https://leetcode.com/problems/shortest-path-in-binary-matrix/,leetcode_daily,
2101,Detonate the Maximum Bombs,Medium,Medium,,"Array, BFS, Graph",https://leetcode.com/problems/detonate-the-maximum-bombs/,leetcode_daily,
1230,Toss Strange Coins,Medium,High,,"Probability, dp-backpack",https://leetcode.com/problems/toss-strange-coins/,leetcode_daily,
36,Valid Sudoku,Medium,Low,,Matrix,https://leetcode.com/problems/valid-sudoku/?envType=study-plan-v2&envId=top-interview-150,LC_Top_Interview_150,
54,Spiral Matrix,Medium,Low,,Matrix,https://leetcode.com/problems/spiral-matrix/,LC_Top_Interview_150,
48,Rotate Image,Medium,Low,,Matrix,https://leetcode.com/problems/rotate-image/,LC_Top_Interview_150,
73,Set Matrix Zeroes,Medium,Medium,No Idea At First,Matrix,https://leetcode.com/problems/set-matrix-zeroes/,LC_Top_Interview_150,
289,Game of Life,Medium,Pass,,"BitMask, Matrix, simulation",https://leetcode.com/problems/game-of-life/,"HuaHua, LC_Top_Interview_150",
1376,Time Needed to Inform All Employees,Medium,Pass,,"BFS, DFS, Tree",https://leetcode.com/problems/time-needed-to-inform-all-employees/,leetcode_daily,
202,Happy Number,Easy,Medium,,"Hash, circle",https://leetcode.com/problems/happy-number/,LC_Top_Interview_150,
219,Contains Duplicate II,Easy,Medium,,"2pt_SameDir_sameSpeed, Array, Hash, Sliding Window",https://leetcode.com/problems/contains-duplicate-ii/,LC_Top_Interview_150,
242,Valid Anagram,Easy,Pass,,"Hash, Sort, string",https://leetcode.com/problems/valid-anagram/,LC_Top_Interview_150,
383,Ransom Note,Easy,Pass,,"Hash, string",https://leetcode.com/problems/ransom-note/,LC_Top_Interview_150,
290,Word Pattern,Easy,Low,,"Hash, string",https://leetcode.com/problems/word-pattern/,LC_Top_Interview_150,
228,Summary Ranges,Easy,High,,"2pt, Array, Interval",https://leetcode.com/problems/summary-ranges/,LC_Top_Interview_150,
2716,Minimize String Length,Medium,Low,No Idea At First,"Hash, string",https://leetcode.com/problems/minimize-string-length/,LC_Contests,
2717,Semi-Ordered Permutation,Easy,Pass,,Array,https://leetcode.com/problems/semi-ordered-permutation/,LC_Contests,
2718,Sum of Matrix After Queries,Medium,Medium,No Idea At First,Matrix,https://leetcode.com/problems/sum-of-matrix-after-queries/,LC_Contests,
2719,Count of Integers,Hard,High,No Idea At First,"DP, Math, Prefix, string",https://leetcode.com/problems/count-of-integers/,LC_Contests,
452,Minimum Number of Arrows to Burst Balloons,Medium,High,No Idea At First,"Array, Geometry, Greedy, Interval, Sort",https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,"HuaHua, LC_75, LC_Top_Interview_150",
547,Number of Provinces,Medium,Low,,"Connected_Component, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-provinces/,"LC_75, leetcode_daily",
71,Simplify Path,Medium,Low,,"stack, string",https://leetcode.com/problems/simplify-path/,LC_Top_Interview_150,
150,Evaluate Reverse Polish Notation,Medium,Pass,,"simulation, stack",https://leetcode.com/problems/evaluate-reverse-polish-notation/,"HuaHua, LC_Top_Interview_150",
224,Basic Calculator,Hard,High,"Dig More, More Solution","Math, stack, string",https://leetcode.com/problems/basic-calculator/,LC_Top_Interview_150,
1232,Check If It Is a Straight Line,Easy,Low,,"Geometry, Math",https://leetcode.com/problems/check-if-it-is-a-straight-line/,leetcode_daily,
2,Add Two Numbers,Medium,Low,,"LinkedList, Math, simulation",https://leetcode.com/problems/add-two-numbers/,"HuaHua, LC_Top_Interview_150",
82,Remove Duplicates from Sorted List II,Medium,Medium,More Solution,"2pt, Hash, LinkedList",https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,LC_Top_Interview_150,
129,Sum Root to Leaf Numbers,Medium,Pass,,"DFS, Tree",https://leetcode.com/problems/sum-root-to-leaf-numbers/,"HuaHua, LC_Top_Interview_150",1
63,Unique Paths II,Medium,Pass,,"DP, Matrix",https://leetcode.com/problems/unique-paths-ii/,"HuaHua, LC_Top_Interview_150",1
322,Coin Change,Medium,Medium,More Solution,"BFS, dp-backpack, search",https://leetcode.com/problems/coin-change/,"HuaHua, LC_Top_Interview_150",
190,Reverse Bits,Easy,Low,More Solution,"Bit Manipulation, Divide and Conquer",https://leetcode.com/problems/reverse-bits/,"HuaHua, LC_Top_Interview_150",
201,Bitwise AND of Numbers Range,Medium,Low,,Bit Manipulation,https://leetcode.com/problems/bitwise-and-of-numbers-range/,LC_Top_Interview_150,
77,Combinations,Medium,Low,,BackTracking,https://leetcode.com/problems/combinations/,"LC_Top_Interview_150, leetcode_daily",
530,Minimum Absolute Difference in BST,Easy,Pass,,Tree,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,"HuaHua, LC_Top_Interview_150",
637,Average of Levels in Binary Tree,Easy,Pass,,"BFS, Tree",https://leetcode.com/problems/average-of-levels-in-binary-tree/,"HuaHua, LC_Top_Interview_150",InProgress
52,N-Queens II,Hard,Low,,BackTracking,https://leetcode.com/problems/n-queens-ii/,LC_Top_Interview_150,
106,Construct Binary Tree from Inorder and Postorder Traversal,Medium,Low,,"Divide and Conquer, Tree",https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,LC_Top_Interview_150,
373,Find K Pairs with Smallest Sums,Medium,High,"No Idea At First, toSummarize",PQ,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,LC_Top_Interview_150,
433,Minimum Genetic Mutation,Medium,Low,dup,"BFS, Graph, Hash, string",https://leetcode.com/problems/minimum-genetic-mutation/,LC_Top_Interview_150,
222,Count Complete Tree Nodes,Medium,Medium,More Solution,"BS_todo, DFS, Tree",https://leetcode.com/problems/count-complete-tree-nodes/,"HuaHua, LC_Top_Interview_150",
199,Binary Tree Right Side View,Medium,Low,,"BFS, Tree",https://leetcode.com/problems/binary-tree-right-side-view/,"LC_75, LC_Top_Interview_150",
1502,Can Make Arithmetic Progression From Sequence,Easy,Pass,,"Array, Sort",https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,leetcode_daily,
399,Evaluate Division,Medium,High,"HardToImplement, More Solution","BFS, DFS, Graph, Union Find",https://leetcode.com/problems/evaluate-division/,"HuaHua, LC_75, LC_Top_Interview_150",
909,Snakes and Ladders,Medium,High,No Idea At First,"Array, BFS, Graph, Matrix",https://leetcode.com/problems/snakes-and-ladders/,LC_Top_Interview_150,
427,Construct Quad Tree,Medium,High,,"Array, Divide and Conquer, Matrix, Tree",https://leetcode.com/problems/construct-quad-tree/,LC_Top_Interview_150,
502,IPO,Hard,High,"Dig More, toSummarize","Array, DP, Greedy, PQ, Sort",https://leetcode.com/problems/ipo/,LC_Top_Interview_150,
101,Symmetric Tree,Easy,Pass,,Tree,https://leetcode.com/problems/symmetric-tree/,"HuaHua, LC_Top_Interview_150",
226,Invert Binary Tree,Easy,Pass,,Tree,https://leetcode.com/problems/invert-binary-tree/,LC_Top_Interview_150,
112,Path Sum,Easy,Pass,,Tree,https://leetcode.com/problems/path-sum/,"HuaHua, LC_Top_Interview_150",
117,Populating Next Right Pointers in Each Node II,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/,LC_Top_Interview_150,
230,Kth Smallest Element in a BST,Medium,Pass,,"Iterate, Tree",https://leetcode.com/problems/kth-smallest-element-in-a-bst/,LC_Top_Interview_150,
1318,Minimum Flips to Make a OR b Equal to c,Medium,Pass,,Bit Manipulation,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,"LC_75, leetcode_daily",
9,Palindrome Number,Easy,Pass,,Math,https://leetcode.com/problems/palindrome-number/,LC_Top_Interview_150,
66,Plus One,Easy,Pass,,Math,https://leetcode.com/problems/plus-one/,LC_Top_Interview_150,
35,Search Insert Position,Easy,Pass,,BS_Idx,https://leetcode.com/problems/search-insert-position/,"HuaHua, LC_Top_Interview_150",
108,Convert Sorted Array to Binary Search Tree,Easy,Pass,,"Divide and Conquer, Tree",https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,"HuaHua, LC_Top_Interview_150",
67,Add Binary,Easy,Pass,,"Bit Manipulation, Math",https://leetcode.com/problems/add-binary/,LC_Top_Interview_150,
191,Number of 1 Bits,Easy,Pass,,Bit Manipulation,https://leetcode.com/problems/number-of-1-bits/,"LC_Top_Interview_150, leetcode_daily",
136,Single Number,Easy,Low,,Bit Manipulation,https://leetcode.com/problems/single-number/,"LC_75, LC_Top_Interview_150",
137,Single Number II,Medium,Low,No Idea At First,Bit Manipulation,https://leetcode.com/problems/single-number-ii/,LC_Top_Interview_150,
5,Longest Palindromic Substring,Medium,High,"Dig More, In Progress, No Idea At First","DP, Manacher, string",https://leetcode.com/problems/longest-palindromic-substring/,"HuaHua, LC_Top_Interview_150, ticktokFreq",1
34,Find First and Last Position of Element in Sorted Array,Medium,Pass,,BS_Idx,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,"HuaHua, LC_Top_Interview_150",
210,Course Schedule II,Medium,Low,,"Graph, TopSorting",https://leetcode.com/problems/course-schedule-ii/,"HuaHua, LC_Top_Interview_150, ticktokFreq",1
139,Word Break,Medium,Medium,HardToImplement,"Hash, Trie, dp-TimeSeqFromLastX, string",https://leetcode.com/problems/word-break/,"HuaHua, LC_Top_Interview_150",
172,Factorial Trailing Zeroes,Medium,Low,,Math,https://leetcode.com/problems/factorial-trailing-zeroes/,LC_Top_Interview_150,
50,"Pow(x, n)",Medium,Medium,,Math,https://leetcode.com/problems/powx-n/,LC_Top_Interview_150,
149,Max Points on a Line,Hard,High,No Idea At First,"Geometry, Hash, Math",https://leetcode.com/problems/max-points-on-a-line/,"HuaHua, LC_Top_Interview_150",
22,Generate Parentheses,Medium,Low,More Solution,"BackTracking, DFS, DP",https://leetcode.com/problems/generate-parentheses/,LC_Top_Interview_150,
79,Word Search,Medium,Medium,HardToImplement,"BackTracking, DFS, Matrix, search",https://leetcode.com/problems/word-search/,"HuaHua, LC_Top_Interview_150, ticktokFreq",1
1351,Count Negative Numbers in a Sorted Matrix,Easy,Low,,"BS_todo, Matrix",https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,leetcode_daily,
744,Find Smallest Letter Greater Than Target,Easy,Pass,,BS_Idx,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,"HuaHua, leetcode_daily",
1802,Maximum Value at a Given Index in a Bounded Array,Medium,Medium,,"BS_Val, Math",https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/,leetcode_daily,
2733,Neither Minimum nor Maximum,Easy,Pass,,,https://leetcode.com/problems/neither-minimum-nor-maximum/,LC_Contests,
2734,Lexicographically Smallest String After Substring Operation,Medium,Low,,string,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/,LC_Contests,
2735,Collecting Chocolates,Medium,High,No Idea At First,"Array, Greedy",https://leetcode.com/problems/collecting-chocolates/,LC_Contests,
2736,Maximum Sum Queries,Hard,,new,,https://leetcode.com/problems/maximum-sum-queries/,LC_Contests,
1150,Check If a Number Is Majority Element in a Sorted Array,Easy,Pass,,BS_Idx,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array/,leetcode_daily,
1146,Snapshot Array,Medium,High,No Idea At First,"BS_lower_upper_bound, Design",https://leetcode.com/problems/snapshot-array/,leetcode_daily,
2352,Equal Row and Column Pairs,Medium,Medium,No Idea At First,Hash,https://leetcode.com/problems/equal-row-and-column-pairs/,"LC_75, leetcode_daily",
2729,Check if The Number is Fascinating,Easy,Pass,,Math,https://leetcode.com/problems/check-if-the-number-is-fascinating/,LC_Contests,
